syn_name	taxon_level	taxon_name	class_name	subclass_or_superorder_name	order_name	suborder_name	superfamily_name	family_name	subfamily_name	tribe_name	genus_name	species_name	author	STG_TIME_STAMP
Cadurcodon ardynense	species	Cadurcodon ardynensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Amynodontidae		Cadurcodontini	Cadurcodon	ardynensis		2025/02/28 13:33:17.783
Andarakodon kirghisensis	species	Sharamynodon kirghisensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Amynodontidae			Sharamynodon	kirghisensis		2025/02/28 13:33:17.783
Lushiamynodon kirghisensis	species	Sharamynodon kirghisensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Amynodontidae			Sharamynodon	kirghisensis		2025/02/28 13:33:17.783
Amynodon mongoliensis	species	Sharamynodon mongoliensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Amynodontidae			Sharamynodon	mongoliensis		2025/02/28 13:33:17.783
Amynodon giganteus	species	Gigantamynodon giganteus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Amynodontidae	Amynodontinae		Gigantamynodon	giganteus		2025/02/28 13:33:17.783
Diplacodon progressus	species	Diplacodon elatus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Diplacodon	elatus		2025/02/28 13:33:17.783
Eotitanotherium osborni	species	Diplacodon elatus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Diplacodon	elatus		2025/02/28 13:33:17.783
Embolotherium ergilense	species	Embolotherium andrewsi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Embolotherium	andrewsi		2025/02/28 13:33:17.783
Embolotherium ultimum	species	Embolotherium andrewsi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Embolotherium	andrewsi		2025/02/28 13:33:17.783
Embolotherium insigne	species	Embolotherium grangeri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Embolotherium	grangeri		2025/02/28 13:33:17.783
Embolotherium loucksii	species	Embolotherium grangeri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Embolotherium	grangeri		2025/02/28 13:33:17.783
Embolotherium louksii	species	Embolotherium grangeri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Embolotherium	grangeri		2025/02/28 13:33:17.783
Titanodectes ingens	species	Embolotherium grangeri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Embolotherium	grangeri		2025/02/28 13:33:17.783
Titanodectes minor	species	Embolotherium grangeri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Embolotherium	grangeri		2025/02/28 13:33:17.783
Dolichorhinoides angustidens	species	Epimanteoceras formosus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Epimanteoceras	formosus		2025/02/28 13:33:17.783
Protitan cingulatus	species	Epimanteoceras formosus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Epimanteoceras	formosus		2025/02/28 13:33:17.783
Metarhinus riparius	species	Metarhinus fluviatilis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Metarhinus	fluviatilis		2025/02/28 13:33:17.783
Manteoceras uintensis	species	Metatelmatherium ultimum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Metatelmatherium	ultimum		2025/02/28 13:33:17.783
Metatelmatherium cristatum	species	Metatelmatherium ultimum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Metatelmatherium	ultimum		2025/02/28 13:33:17.783
Microtitan mongolensis	species	Microtitan mongoliensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Microtitan	mongoliensis		2025/02/28 13:33:17.783
Metatitan progressus	species	Nasamplus progressus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Nasamplus	progressus	Granger and Gregory, 1943	2025/02/28 13:33:17.783
Dolichorhinus olseni	species	Protitan grangeri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Protitan	grangeri		2025/02/28 13:33:17.783
Protitan bellus	species	Protitan grangeri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Protitan	grangeri		2025/02/28 13:33:17.783
Protitan obliquidens	species	Protitan grangeri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Protitan	grangeri		2025/02/28 13:33:17.783
Protitan robustus	species	Protitan grangeri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Protitan	grangeri		2025/02/28 13:33:17.783
Protitanotherium superbum	species	Protitanotherium emarginatum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Protitanotherium	emarginatum		2025/02/28 13:33:17.783
Sthenodectes australis	species	Protitanotherium emarginatum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Protitanotherium	emarginatum		2025/02/28 13:33:17.783
Protitan koreanucum	species	Protitanotherium koreanicum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Protitanotherium	koreanicum		2025/02/28 13:33:17.783
Sivatitanops birmanicus	species	Sivatitanops birmanicum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae			Sivatitanops	birmanicum		2025/02/28 13:33:17.783
Sivatitanops cotteri	species	Sivatitanops birmanicum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae			Sivatitanops	birmanicum		2025/02/28 13:33:17.783
Sthenodectes priscus	species	Sthenodectes incisivum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Sthenodectes	incisivum		2025/02/28 13:33:17.783
Manteoceras manteoceras	species	Telmatherium validus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Telmatherium	validus		2025/02/28 13:33:17.783
Manteoceras washakiensis	species	Telmatherium validus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Telmatherium	validus		2025/02/28 13:33:17.783
Telmatherium cultridens	species	Telmatherium validus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae		Brontotheriini	Telmatherium	validus		2025/02/28 13:33:17.783
Metatitan reshetovi	species	Metatitan khaitshinus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae	Brontopinae		Metatitan	khaitshinus		2025/02/28 13:33:17.783
Protitan khaitshinus	species	Metatitan khaitshinus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae	Brontopinae		Metatitan	khaitshinus		2025/02/28 13:33:17.783
Protitan reshetovi	species	Metatitan khaitshinus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae	Brontopinae		Metatitan	khaitshinus		2025/02/28 13:33:17.783
Dolichorhinus cornutum	species	Dolichorhinus hyognathus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae	Dolichorhininae		Dolichorhinus	hyognathus		2025/02/28 13:33:17.783
Dolichorhinus fluminalis	species	Dolichorhinus hyognathus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae	Dolichorhininae		Dolichorhinus	hyognathus		2025/02/28 13:33:17.783
Dolichorhinus heterodon	species	Dolichorhinus hyognathus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae	Dolichorhininae		Dolichorhinus	hyognathus		2025/02/28 13:33:17.783
Dolichorhinus intermedius	species	Dolichorhinus hyognathus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae	Dolichorhininae		Dolichorhinus	hyognathus		2025/02/28 13:33:17.783
Dolichorhinus longiceps	species	Dolichorhinus hyognathus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae	Dolichorhininae		Dolichorhinus	hyognathus		2025/02/28 13:33:17.783
Dolichorhinus superior	species	Dolichorhinus hyognathus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae	Dolichorhininae		Dolichorhinus	hyognathus		2025/02/28 13:33:17.783
Mesatirhinus megarhinus	species	Mesatirhinus junius	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae	Dolichorhininae		Mesatirhinus	junius		2025/02/28 13:33:17.783
Mesatirhinus petersoni	species	Mesatirhinus junius	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae	Dolichorhininae		Mesatirhinus	junius		2025/02/28 13:33:17.783
Tanyorhinus blairi	species	Sphenocoelus uintensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae	Dolichorhininae		Sphenocoelus	uintensis		2025/02/28 13:33:17.783
Tanyorhinus bridgeri	species	Sphenocoelus uintensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Brontotheriidae	Dolichorhininae		Sphenocoelus	uintensis		2025/02/28 13:33:17.783
Butleria rusingensis	species	Butleria rusingense	MAMMALIA	EUTHERIA	PERISSODACTYLA			Chalicotheriidae			Butleria	rusingense		2025/02/28 13:33:17.783
Chalicotherium rusingense	species	Butleria rusingense	MAMMALIA	EUTHERIA	PERISSODACTYLA			Chalicotheriidae			Butleria	rusingense		2025/02/28 13:33:17.783
Nestoritherium praesinense	species	Hesperotherium sinense	MAMMALIA	EUTHERIA	PERISSODACTYLA			Chalicotheriidae			Hesperotherium	sinense		2025/02/28 13:33:17.783
Nestoritherium sinense	species	Hesperotherium sinense	MAMMALIA	EUTHERIA	PERISSODACTYLA			Chalicotheriidae			Hesperotherium	sinense		2025/02/28 13:33:17.783
Kyzylkakhippus orlovi	species	Schizotherium turgaicum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Chalicotheriidae			Schizotherium	turgaicum		2025/02/28 13:33:17.783
Chalicotherium grande	species	Anisodon grande	MAMMALIA	EUTHERIA	PERISSODACTYLA			Chalicotheriidae	Chalicotheriinae		Anisodon	grande		2025/02/28 13:33:17.783
Macrotherium macedonicum	species	Anisodon macedonicus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Chalicotheriidae	Chalicotheriinae		Anisodon	macedonicus		2025/02/28 13:33:17.783
Nestoritherium sivalense	species	Anisodon sivalense	MAMMALIA	EUTHERIA	PERISSODACTYLA			Chalicotheriidae	Chalicotheriinae		Anisodon	sivalense		2025/02/28 13:33:17.783
Chalicotherium wuduensis	species	Anisodon wuduensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Chalicotheriidae	Chalicotheriinae		Anisodon	wuduensis		2025/02/28 13:33:17.783
Phyllotillon grivensis	species	Ancylotherium grivensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Chalicotheriidae	Schizotheriinae		Ancylotherium	grivensis		2025/02/28 13:33:17.783
Ancylotherium tugenense	species	Chemositia tugenensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Chalicotheriidae	Schizotheriinae		Chemositia	tugenensis	Pickford 1979	2025/02/28 13:33:17.783
Ancylotherium tugenensis	species	Chemositia tugenensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Chalicotheriidae	Schizotheriinae		Chemositia	tugenensis	Pickford 1979	2025/02/28 13:33:17.783
Ancylotherium fraasi	species	Metaschizotherium fraasi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Chalicotheriidae	Schizotheriinae		Metaschizotherium	fraasi		2025/02/28 13:33:17.783
Hipparion macedonicum	species	Cremohipparion macedonicum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Cremohipparion	macedonicum		2025/02/28 13:33:17.783
Hipparion matthewi ,Hipparion matthewi	species	Cremohipparion matthewi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Cremohipparion	matthewi		2025/02/28 13:33:17.783
Hipparion mediterraneum	species	Cremohipparion mediterraneum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Cremohipparion	mediterraneum		2025/02/28 13:33:17.783
Hipparion moldavicum	species	Cremohipparion moldavicum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Cremohipparion	moldavicum		2025/02/28 13:33:17.783
Hipparion nikosi	species	Cremohipparion nikosi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Cremohipparion	nikosi		2025/02/28 13:33:17.783
Hipparion proboscideum	species	Cremohipparion proboscideum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Cremohipparion	proboscideum		2025/02/28 13:33:17.783
Hipparion aethiopicum	species	Eurygnathohippus cornelianus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Eurygnathohippus	cornelianus		2025/02/28 13:33:17.783
Hipparion cornelianum	species	Eurygnathohippus cornelianus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Eurygnathohippus	cornelianus		2025/02/28 13:33:17.783
Hipparion ethiopicum	species	Eurygnathohippus cornelianus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Eurygnathohippus	cornelianus		2025/02/28 13:33:17.783
Hipparion hasumense	species	Eurygnathohippus hasumense	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Eurygnathohippus	hasumense		2025/02/28 13:33:17.783
Eurygnathohippus lybicum	species	Eurygnathohippus libycus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Eurygnathohippus	libycus		2025/02/28 13:33:17.783
Hipparion ambiguum	species	Eurygnathohippus libycus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Eurygnathohippus	libycus		2025/02/28 13:33:17.783
Hipparion libycum	species	Eurygnathohippus libycus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Eurygnathohippus	libycus		2025/02/28 13:33:17.783
Hipparion massoesylium	species	Eurygnathohippus libycus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Eurygnathohippus	libycus		2025/02/28 13:33:17.783
Libyhipparion ethiopicum	species	Eurygnathohippus libycus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Eurygnathohippus	libycus		2025/02/28 13:33:17.783
Stylohipparion hipkini	species	Eurygnathohippus libycus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Eurygnathohippus	libycus		2025/02/28 13:33:17.783
Stylohipparion steytleri	species	Eurygnathohippus libycus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Eurygnathohippus	libycus		2025/02/28 13:33:17.783
Hipparion turkanense	species	Eurygnathohippus turkanense	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Eurygnathohippus	turkanense	Hooijer & Maglio 1973	2025/02/28 13:33:17.783
Stylohipparion indet.	species	Eurygnathohippus woldegabrieli	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Eurygnathohippus	woldegabrieli		2025/02/28 13:33:17.783
Hipparion brachypus	species	Hippotherium brachypus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Hippotherium	brachypus		2025/02/28 13:33:17.783
Hipparion catalaunicum	species	Hippotherium catalaunicum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Hippotherium	catalaunicum		2025/02/28 13:33:17.783
Hipparion giganteum	species	Hippotherium giganteum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Hippotherium	giganteum	(Gromova, 1952)	2025/02/28 13:33:17.783
Hipparion primigenium	species	Hippotherium primigenium	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Hippotherium	primigenium		2025/02/28 13:33:17.783
Hipparion crassum	species	Proboscidipparion crassum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae		Hipparionini	Proboscidipparion	crassum		2025/02/28 13:33:17.783
Plesiohipparion crassum	species	Proboscidipparion crassum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae		Hipparionini	Proboscidipparion	crassum		2025/02/28 13:33:17.783
Hipparion heintzi	species	Proboscidipparion heintzi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae		Hipparionini	Proboscidipparion	heintzi	(Eisenmann & Sondaar, 1998)	2025/02/28 13:33:17.783
Hipparion sinensis	species	Proboscidipparion sinense	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae		Hipparionini	Proboscidipparion	sinense		2025/02/28 13:33:17.783
Anchitherium sampelayoi	species	Sinohippus sampelayoi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae			Sinohippus	sampelayoi		2025/02/28 13:33:17.783
Cormohipparion theobaldi	species	Sivalhippus theobaldi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae		Hipparionini	Sivalhippus	theobaldi		2025/02/28 13:33:17.783
Hipparion theobaldi	species	Sivalhippus theobaldi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae		Hipparionini	Sivalhippus	theobaldi		2025/02/28 13:33:17.783
Parahippus coloradensis	species	Desmatippus coloradensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Anchitheriinae		Desmatippus	coloradensis		2025/02/28 13:33:17.783
Hipparion kecigibi	species	Cormohipparion kecigibi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Cormohipparion	kecigibi		2025/02/28 13:33:17.783
Hippotherium weihoense	species	Cormohipparion weihoense	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Cormohipparion	weihoense		2025/02/28 13:33:17.783
Equus s. mygdoniensis	species	Equus altidens	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Equus	altidens		2025/02/28 13:33:17.783
Equus stenonis	species	Equus altidens	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Equus	altidens		2025/02/28 13:33:17.783
Allohippos stenonis	species	Equus livenzovensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Equus	livenzovensis		2025/02/28 13:33:17.783
Allohippus stenonis	species	Equus livenzovensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Equus	livenzovensis		2025/02/28 13:33:17.783
Equus bressanus	species	Equus major	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Equus	major		2025/02/28 13:33:17.783
Equus stenonis	species	Equus pamirensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Equus	pamirensis		2025/02/28 13:33:17.783
Equus bruchelli	species	Equus quagga	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Equus	quagga		2025/02/28 13:33:17.783
Equus burchelli	species	Equus quagga	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Equus	quagga		2025/02/28 13:33:17.783
Equus burchellii	species	Equus quagga	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Equus	quagga		2025/02/28 13:33:17.783
Allohippos stenonis ,Allohippos stenonis	species	Equus stenonis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Equus	stenonis		2025/02/28 13:33:17.783
Allohippus stenonis	species	Equus stenonis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Equus	stenonis		2025/02/28 13:33:17.783
Equus quaggoides	species	Equus stenonis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Equus	stenonis		2025/02/28 13:33:17.783
Hipparion parvus	species	Hipparion parvum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Hipparion	parvum		2025/02/28 13:33:17.783
Hipparion platigenis	species	Hipparion platygenys	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Hipparion	platygenys		2025/02/28 13:33:17.783
Hippotherium sebastopolitanum	species	Hipparion sebastopolitanum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Hipparion	sebastopolitanum	Borissiak, 1914	2025/02/28 13:33:17.783
Eurygnathohippus sitifense	species	Hipparion sitifense	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Hipparion	sitifense		2025/02/28 13:33:17.783
Hipparion sitifense	species	Hipparion sitifense	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Hipparion	sitifense		2025/02/28 13:33:17.783
Hippotherium sitifense	species	Hipparion sitifense	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Hipparion	sitifense		2025/02/28 13:33:17.783
Hippotherium xizangense	species	Hipparion xizangesis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Hipparion	xizangesis		2025/02/28 13:33:17.783
Cormohipparion sphenodus	species	Merychippus sphenodus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Merychippus	sphenodus		2025/02/28 13:33:17.783
Hipparion longipes	species	Plesiohipparion longipes	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Equinae		Plesiohipparion	longipes		2025/02/28 13:33:17.783
Eohippus angustidens	species	Hyracotherium seekinsi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Equidae	Hyracotheriinae		Hyracotherium	seekinsi		2025/02/28 13:33:17.783
Desmatotherium intermedius	species	Helaletes intermedius	MAMMALIA	EUTHERIA	PERISSODACTYLA		Tapiroidea	Helaletidae			Helaletes	intermedius		2025/02/28 13:33:17.783
Triplopus implicatus	species	Ephyrachyus implicatus	MAMMALIA	EUTHERIA	PERISSODACTYLA		Rhinocerotoidea	Hyracodontidae			Ephyrachyus	implicatus		2025/02/28 13:33:17.783
Imequincisoria mazhuangensis	species	Forstercooperia mazhuangensis	MAMMALIA	EUTHERIA	PERISSODACTYLA		Rhinocerotoidea	Hyracodontidae	Forstercooperiinae		Forstercooperia	mazhuangensis		2025/02/28 13:33:17.783
Forstercooperia confluens	species	Pappaceras confluens	MAMMALIA	EUTHERIA	PERISSODACTYLA		Rhinocerotoidea	Hyracodontidae	Forstercooperiinae		Pappaceras	confluens		2025/02/28 13:33:17.783
Lophiodon rhinoceroides	species	Lophiodon rhinocerodes	MAMMALIA	EUTHERIA	PERISSODACTYLA			Lophiodontidae			Lophiodon	rhinocerodes		2025/02/28 13:33:17.783
Paralophiodon sardus	species	Lophiodon sardus	MAMMALIA	EUTHERIA	PERISSODACTYLA			Lophiodontidae			Lophiodon	sardus		2025/02/28 13:33:17.783
Indricotherium prohorovi	species	Aralotherium prohorovi	MAMMALIA	EUTHERIA	PERISSODACTYLA		Rhinocerotoidea	Paraceratheriidae			Aralotherium	prohorovi		2025/02/28 13:33:17.783
Paraceratherium prohorovi	species	Aralotherium prohorovi	MAMMALIA	EUTHERIA	PERISSODACTYLA		Rhinocerotoidea	Paraceratheriidae			Aralotherium	prohorovi		2025/02/28 13:33:17.783
Paraceratherium sui	species	Aralotherium sui	MAMMALIA	EUTHERIA	PERISSODACTYLA		Rhinocerotoidea	Paraceratheriidae			Aralotherium	sui	Jie et al 2003	2025/02/28 13:33:17.783
Imequincisoria micracis	species	Juxia micracis	MAMMALIA	EUTHERIA	PERISSODACTYLA		Rhinocerotoidea	Paraceratheriidae			Juxia	micracis		2025/02/28 13:33:17.783
Forstercooperia sharamurense	species	Juxia sharamurense	MAMMALIA	EUTHERIA	PERISSODACTYLA		Rhinocerotoidea	Paraceratheriidae			Juxia	sharamurense	Chow and Chiu 1964	2025/02/28 13:33:17.783
Indricotherium asiaticum	species	Paraceratherium asiaticum	MAMMALIA	EUTHERIA	PERISSODACTYLA		Rhinocerotoidea	Paraceratheriidae			Paraceratherium	asiaticum		2025/02/28 13:33:17.783
Benaratherium callistrati	species	Paraceratherium callistrati	MAMMALIA	EUTHERIA	PERISSODACTYLA		Rhinocerotoidea	Paraceratheriidae			Paraceratherium	callistrati		2025/02/28 13:33:17.783
Baluchitherium grangeri	species	Paraceratherium transouralicum	MAMMALIA	EUTHERIA	PERISSODACTYLA		Rhinocerotoidea	Paraceratheriidae			Paraceratherium	transouralicum		2025/02/28 13:33:17.783
Paraceratherium grangeri	species	Paraceratherium transouralicum	MAMMALIA	EUTHERIA	PERISSODACTYLA		Rhinocerotoidea	Paraceratheriidae			Paraceratherium	transouralicum		2025/02/28 13:33:17.783
Urtinotherium yagouense	species	Turpanotherium yagouense	MAMMALIA	EUTHERIA	PERISSODACTYLA		Rhinocerotoidea	Paraceratheriidae			Turpanotherium	yagouense		2025/02/28 13:33:17.783
Paraceratherium intermedium	species	Urtinotherium intermedium	MAMMALIA	EUTHERIA	PERISSODACTYLA		Rhinocerotoidea	Paraceratheriidae			Urtinotherium	intermedium		2025/02/28 13:33:17.783
Dicerorhinus palaeosinensis	species	Acerorhinus palaeosinensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae			Acerorhinus	palaeosinensis		2025/02/28 13:33:17.783
Chilotherium zernowi	species	Acerorhinus zernowi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae			Acerorhinus	zernowi		2025/02/28 13:33:17.783
Aceratherium simorrense	species	Alicornops simorrensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae			Alicornops	simorrensis	(Heissig, 1976)	2025/02/28 13:33:17.783
Alicornops simorrense	species	Alicornops simorrensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae			Alicornops	simorrensis	(Heissig, 1976)	2025/02/28 13:33:17.783
Mesacerathrium simorrense	species	Alicornops simorrensis	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae			Alicornops	simorrensis	(Heissig, 1976)	2025/02/28 13:33:17.783
Brachipotherium lewisi	species	Brachypotherium lewisi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae		Teleoceratini	Brachypotherium	lewisi		2025/02/28 13:33:17.783
Brachypotherium heinzelini	species	Brachypotherium lewisi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae		Teleoceratini	Brachypotherium	lewisi		2025/02/28 13:33:17.783
Ceratotherium simum	species	Ceratotherium mauritanicum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae		Dicerotini	Ceratotherium	mauritanicum		2025/02/28 13:33:17.783
Diceros neumayri	species	Ceratotherium neumayri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae		Dicerotini	Ceratotherium	neumayri		2025/02/28 13:33:17.783
Diceros pachygnathus	species	Ceratotherium neumayri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae		Dicerotini	Ceratotherium	neumayri		2025/02/28 13:33:17.783
Pliodiceros neumayri	species	Ceratotherium neumayri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae		Dicerotini	Ceratotherium	neumayri		2025/02/28 13:33:17.783
Atelodus simus	species	Ceratotherium simum	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae		Dicerotini	Ceratotherium	simum		2025/02/28 13:33:17.783
Chilotherium chabereri	species	Chilotherium habereri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae			Chilotherium	habereri		2025/02/28 13:33:17.783
Chilotherium gracile	species	Chilotherium habereri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae			Chilotherium	habereri		2025/02/28 13:33:17.783
Aceratherium kiliasi	species	Chilotherium kiliasi	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae			Chilotherium	kiliasi		2025/02/28 13:33:17.783
Chilotherium wegneri	species	Chilotherium schlosseri	MAMMALIA	EUTHERIA	PERISSODACTYLA			Rhinocerotidae			Chilotherium	schlosseri	(Weber, 1905)	2025/02/28 13:33:17.783
